Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,JobRole,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
32,Travel_Frequently,430,Research & Development,24,2,80,Laboratory Technician,Life Sciences,1,M,3,2,4,3,Married,1,No,15,4,2,10,3,10,8,4,7,No
38,Travel_Rarely,268,Research & Development,2,1,92,Research Scientist,Medical,4,M,3,0,3,3,Married,6,Yes,13,2,1,6,1,1,0,0,1,No
34,Travel_Rarely,167,Research & Development,8,2,32,Manufacturing Director,Life Sciences,2,F,3,3,1,3,Divorced,3,No,14,3,1,7,3,0,0,0,0,No
52,Travel_Rarely,621,Sales,3,4,31,Manager,Marketing,3,M,2,3,1,3,Married,1,No,11,1,0,34,4,34,6,1,16,No
33,Travel_Rarely,527,Research & Development,1,1,63,Research Scientist,Other,4,M,3,2,4,3,Single,1,Yes,13,3,0,10,2,10,9,7,8,Yes
25,Travel_Rarely,883,Sales,26,2,32,Sales Executive,Medical,3,F,3,5,4,4,Single,1,No,23,2,0,6,2,6,5,1,4,No
45,Travel_Rarely,954,Sales,2,2,46,Sales Representative,Technical Degree,2,M,1,3,3,3,Single,0,No,13,1,0,9,3,8,7,3,1,No
23,Travel_Rarely,310,Research & Development,10,1,79,Research Scientist,Medical,1,M,4,3,3,3,Single,1,No,18,4,0,2,3,2,2,0,2,No
47,Travel_Frequently,719,Sales,27,2,77,Sales Executive,Life Sciences,2,F,4,2,3,3,Single,4,Yes,12,4,0,8,3,5,4,1,3,Yes
34,Travel_Rarely,304,Sales,2,2,60,Sales Executive,Other,4,M,3,5,4,4,Single,1,No,22,3,0,6,3,6,5,1,4,No
55,Travel_Rarely,725,Research & Development,2,5,78,Manager,Medical,4,M,3,2,1,3,Married,5,Yes,13,4,1,24,3,5,2,1,4,Yes
36,Non-Travel,1434,Sales,8,3,76,Sales Executive,Life Sciences,1,M,2,1,1,3,Single,1,No,15,2,0,10,3,10,7,0,9,No
52,Non-Travel,715,Research & Development,19,1,41,Research Scientist,Medical,4,M,3,3,4,3,Married,0,No,18,1,1,5,3,4,3,1,2,No
26,Travel_Frequently,575,Research & Development,1,1,71,Laboratory Technician,Life Sciences,1,F,1,2,4,3,Divorced,3,No,14,1,1,5,3,2,2,2,0,No
29,Travel_Rarely,657,Research & Development,27,2,66,Healthcare Representative,Medical,2,F,3,3,3,3,Married,4,No,12,1,1,11,2,8,7,1,1,No
26,Travel_Rarely,1146,Sales,8,2,38,Sales Executive,Technical Degree,4,M,2,2,1,3,Single,6,No,17,3,0,6,2,4,3,1,2,Yes
34,Travel_Rarely,182,Research & Development,1,1,72,Research Scientist,Life Sciences,2,F,4,2,4,3,Single,2,No,16,3,0,10,3,4,2,1,3,No
54,Travel_Rarely,376,Research & Development,19,2,95,Manufacturing Director,Medical,4,F,3,4,1,3,Divorced,9,Yes,11,2,2,9,3,5,3,1,4,No
27,Travel_Frequently,829,Sales,8,2,84,Sales Executive,Marketing,3,M,3,3,4,3,Married,0,No,19,2,1,5,3,4,2,1,1,No
37,Travel_Rarely,571,Research & Development,10,1,82,Research Scientist,Life Sciences,4,F,3,3,1,3,Divorced,0,Yes,13,2,2,6,2,5,3,4,3,No
38,Travel_Frequently,240,Research & Development,2,2,75,Manufacturing Director,Life Sciences,1,F,4,2,1,3,Single,6,Yes,12,4,0,17,3,15,7,4,12,No
34,Travel_Rarely,121,Research & Development,2,1,86,Research Scientist,Medical,3,F,2,3,1,3,Single,1,No,11,3,0,6,3,6,5,1,3,No
35,Travel_Rarely,384,Sales,8,1,72,Sales Representative,Life Sciences,1,F,3,1,4,3,Married,1,No,16,2,1,3,2,3,2,0,2,No
30,Travel_Rarely,921,Research & Development,1,1,38,Laboratory Technician,Life Sciences,4,M,1,2,3,4,Married,3,No,21,3,2,7,3,2,2,0,2,No
40,Travel_Frequently,791,Research & Development,2,2,38,Healthcare Representative,Medical,3,F,4,2,2,4,Married,1,No,24,4,1,8,3,8,7,3,7,No
34,Travel_Rarely,1111,Sales,8,2,93,Sales Executive,Life Sciences,3,F,3,1,1,3,Married,5,No,17,2,1,6,3,3,2,1,2,No
42,Travel_Frequently,570,Research & Development,8,5,66,Manager,Life Sciences,2,M,3,4,4,3,Divorced,1,No,13,2,1,24,2,24,7,14,9,No
23,Travel_Rarely,1243,Research & Development,6,1,63,Laboratory Technician,Life Sciences,3,M,4,2,1,4,Married,1,Yes,21,3,2,1,3,0,0,0,0,Yes
24,Non-Travel,1092,Research & Development,9,1,60,Laboratory Technician,Life Sciences,3,M,2,4,2,3,Divorced,1,No,11,3,3,1,3,1,0,0,0,No
52,Travel_Rarely,1325,Research & Development,11,2,82,Laboratory Technician,Life Sciences,4,F,3,3,3,4,Married,8,No,20,2,1,9,3,5,2,1,4,No
50,Travel_Rarely,691,Research & Development,2,4,64,Research Director,Medical,3,M,3,3,3,3,Married,5,No,16,4,0,30,3,4,3,0,3,No
29,Travel_Rarely,805,Research & Development,1,1,36,Laboratory Technician,Life Sciences,2,F,2,1,1,3,Married,1,Yes,11,4,1,1,3,1,0,0,0,Yes
33,Travel_Rarely,213,Research & Development,7,3,49,Research Director,Medical,3,M,3,3,3,3,Married,0,No,11,4,0,14,4,13,9,3,7,No
33,Travel_Rarely,118,Sales,16,2,69,Sales Executive,Marketing,1,F,3,3,1,3,Single,5,No,15,3,0,6,3,3,2,0,2,Yes
47,Travel_Rarely,202,Research & Development,2,4,33,Manager,Other,3,F,3,3,4,3,Married,1,Yes,11,3,1,26,2,26,14,3,0,No
36,Travel_Rarely,676,Research & Development,1,2,35,Manufacturing Director,Other,3,F,3,2,2,3,Married,0,No,15,1,1,10,3,9,7,0,5,No
29,Travel_Rarely,1252,Research & Development,23,1,81,Research Scientist,Life Sciences,3,M,4,3,3,4,Married,1,No,24,3,1,10,3,10,7,0,7,No
58,Travel_Rarely,286,Research & Development,2,5,31,Research Director,Life Sciences,4,M,3,2,2,3,Single,7,Yes,12,4,0,40,3,31,15,13,8,Yes
35,Travel_Rarely,1258,Research & Development,1,1,40,Research Scientist,Life Sciences,4,F,4,0,3,3,Single,3,No,13,3,0,7,3,2,2,2,2,No
42,Travel_Rarely,932,Research & Development,1,2,43,Manufacturing Director,Life Sciences,4,F,2,4,4,3,Married,9,Yes,13,4,1,8,3,4,3,0,2,No
28,Travel_Rarely,890,Research & Development,2,1,46,Research Scientist,Medical,3,M,3,3,3,3,Single,6,No,17,4,0,5,2,2,2,2,1,Yes
36,Travel_Rarely,1041,Human Resources,13,1,36,Human Resources,Human Resources,3,M,3,2,2,3,Married,4,No,13,2,1,8,3,5,2,0,4,No
32,Travel_Rarely,859,Research & Development,4,2,98,Manufacturing Director,Life Sciences,3,F,2,3,3,3,Married,1,No,12,3,1,14,3,14,13,6,8,No
40,Travel_Frequently,720,Research & Development,16,2,51,Laboratory Technician,Medical,1,M,2,6,3,3,Single,6,No,14,4,0,10,3,1,0,0,0,No
30,Travel_Rarely,946,Research & Development,2,2,52,Manufacturing Director,Medical,3,F,2,4,4,4,Single,5,Yes,24,2,0,12,2,0,0,0,0,No
45,Travel_Rarely,252,Research & Development,2,1,95,Research Scientist,Life Sciences,2,F,2,3,3,3,Single,1,No,14,4,0,1,3,1,0,0,0,No
42,Travel_Rarely,933,Research & Development,29,2,98,Manufacturing Director,Life Sciences,2,M,3,3,2,3,Married,1,No,13,4,1,10,2,9,8,7,8,No
38,Travel_Frequently,471,Research & Development,12,2,45,Healthcare Representative,Life Sciences,1,M,2,3,1,3,Divorced,2,No,15,3,1,13,2,4,3,1,2,No
34,Travel_Frequently,702,Research & Development,16,1,100,Research Scientist,Life Sciences,3,F,2,3,4,3,Single,1,No,16,3,0,6,3,5,2,1,3,No
49,Travel_Rarely,1184,Sales,11,3,43,Sales Executive,Marketing,3,F,3,3,4,3,Married,1,No,18,1,2,9,4,9,8,7,7,Yes
55,Travel_Rarely,436,Sales,2,2,37,Sales Executive,Medical,3,M,3,3,4,3,Single,4,No,16,3,0,12,2,9,7,7,3,Yes
43,Travel_Rarely,589,Research & Development,14,4,94,Research Director,Life Sciences,2,M,3,3,1,4,Married,6,No,24,3,1,22,3,4,1,1,0,No
27,Travel_Rarely,269,Research & Development,5,3,42,Research Director,Technical Degree,3,M,2,3,4,3,Divorced,1,Yes,16,2,1,9,3,9,8,0,8,No
35,Travel_Rarely,950,Research & Development,7,3,59,Manufacturing Director,Other,3,M,3,3,3,4,Single,3,No,21,2,0,17,4,8,5,1,6,No
28,Travel_Rarely,760,Sales,2,2,81,Sales Executive,Marketing,2,F,3,2,2,4,Married,1,Yes,20,1,0,8,3,8,7,7,5,No
34,Travel_Rarely,829,Human Resources,3,1,88,Human Resources,Human Resources,3,M,3,1,4,3,Married,0,No,19,3,1,4,1,3,2,0,2,No
26,Travel_Frequently,887,Research & Development,5,1,88,Research Scientist,Medical,3,F,2,2,3,3,Married,1,Yes,14,1,1,8,3,8,7,1,7,Yes
27,Non-Travel,443,Research & Development,3,1,50,Research Scientist,Medical,4,M,3,6,4,3,Married,1,No,11,3,3,0,2,0,0,0,0,No
51,Travel_Rarely,1318,Sales,26,4,66,Manager,Marketing,1,F,3,2,3,3,Married,2,No,14,3,1,29,2,20,6,4,17,No
44,Travel_Rarely,625,Research & Development,4,2,50,Healthcare Representative,Medical,4,M,3,2,2,3,Single,9,No,12,4,0,10,2,5,2,2,3,No
25,Travel_Rarely,180,Research & Development,2,1,65,Research Scientist,Medical,1,M,4,3,1,3,Single,7,No,13,3,0,6,2,4,3,0,1,No
33,Travel_Rarely,586,Sales,1,2,48,Sales Executive,Medical,1,M,4,5,1,4,Divorced,1,No,22,1,1,9,3,9,8,0,8,No
35,Travel_Rarely,1343,Research & Development,27,1,53,Research Scientist,Medical,3,F,2,3,1,3,Single,1,No,11,4,0,6,2,6,5,1,1,No
36,Travel_Rarely,928,Sales,1,2,56,Sales Executive,Life Sciences,2,M,3,1,4,3,Married,1,Yes,14,4,1,18,2,18,14,4,11,No
32,Travel_Rarely,117,Sales,13,2,73,Sales Executive,Life Sciences,2,M,3,3,4,3,Divorced,2,No,11,3,1,8,2,5,2,0,3,No
30,Travel_Frequently,1012,Research & Development,5,1,75,Research Scientist,Life Sciences,2,M,2,3,4,3,Divorced,9,No,12,2,1,10,2,5,4,0,3,No
53,Travel_Rarely,661,Sales,7,3,78,Sales Executive,Marketing,1,F,2,3,4,3,Married,7,Yes,18,4,1,35,3,5,2,0,4,No
45,Travel_Rarely,930,Sales,9,3,74,Sales Executive,Marketing,4,M,3,2,1,3,Divorced,4,Yes,12,3,1,18,3,5,4,0,2,No
32,Travel_Rarely,638,Research & Development,8,2,91,Research Scientist,Medical,3,F,4,3,3,3,Married,5,No,12,3,1,9,2,5,3,1,3,No
52,Travel_Frequently,890,Research & Development,25,4,81,Manufacturing Director,Medical,3,F,2,3,4,4,Married,3,No,22,3,0,31,3,9,8,0,0,No
37,Travel_Rarely,342,Sales,16,2,66,Sales Executive,Marketing,4,M,2,2,3,3,Divorced,4,No,19,4,2,9,3,1,0,0,0,No
28,Travel_Rarely,1169,Human Resources,8,1,63,Human Resources,Medical,2,M,2,6,4,3,Divorced,1,No,13,4,1,6,3,5,1,0,4,No
22,Travel_Rarely,1230,Research & Development,1,2,33,Manufacturing Director,Life Sciences,4,M,2,2,4,4,Married,6,No,22,1,2,4,1,2,2,2,2,No
44,Travel_Rarely,986,Research & Development,8,1,62,Laboratory Technician,Life Sciences,1,M,4,2,4,4,Married,2,Yes,24,3,1,10,2,3,2,0,2,No
42,Travel_Frequently,1271,Research & Development,2,1,35,Research Scientist,Medical,2,M,3,2,4,3,Single,5,Yes,14,4,0,8,3,2,1,2,2,No
36,Travel_Rarely,1278,Human Resources,8,1,77,Human Resources,Life Sciences,1,M,2,3,1,4,Married,0,No,21,3,0,6,3,5,4,0,3,No
25,Travel_Rarely,141,Sales,3,2,98,Sales Executive,Other,3,M,3,3,1,3,Married,1,Yes,18,4,0,5,3,5,3,0,3,No
35,Travel_Rarely,607,Research & Development,9,3,66,Manufacturing Director,Life Sciences,4,F,2,2,3,4,Married,1,Yes,20,2,1,17,3,17,14,5,15,No
35,Travel_Frequently,130,Research & Development,25,1,96,Research Scientist,Life Sciences,4,F,3,3,2,3,Divorced,1,Yes,19,1,1,10,2,10,2,7,8,Yes
32,Non-Travel,300,Research & Development,1,1,61,Laboratory Technician,Life Sciences,4,M,3,2,4,3,Divorced,0,No,12,2,1,4,3,3,0,0,2,No
25,Travel_Rarely,583,Sales,4,2,87,Sales Executive,Marketing,3,M,2,1,1,3,Married,1,No,12,1,0,5,4,5,2,0,3,No
49,Travel_Rarely,1418,Research & Development,1,1,36,Research Scientist,Technical Degree,3,F,3,2,1,3,Married,2,No,16,2,1,7,3,4,2,0,2,No
24,Non-Travel,1269,Research & Development,4,1,46,Laboratory Technician,Life Sciences,1,M,2,2,4,3,Married,0,No,17,4,0,6,2,5,2,3,4,No
32,Travel_Frequently,379,Sales,5,2,48,Sales Executive,Life Sciences,2,M,3,3,2,3,Married,1,No,14,4,1,10,3,10,8,5,3,No
38,Travel_Rarely,395,Sales,9,1,98,Sales Representative,Marketing,2,M,2,3,2,3,Married,0,No,19,4,1,3,3,2,2,1,2,No
42,Travel_Rarely,1265,Research & Development,3,2,95,Laboratory Technician,Life Sciences,3,F,4,1,4,3,Married,2,Yes,13,2,1,17,2,5,3,1,3,No
31,Travel_Rarely,1222,Research & Development,11,1,48,Research Scientist,Life Sciences,4,M,3,2,4,3,Married,3,Yes,19,2,1,8,3,6,4,0,2,No
29,Travel_Rarely,341,Sales,1,1,48,Sales Representative,Medical,2,F,2,3,3,3,Divorced,6,Yes,19,3,3,5,3,3,2,0,2,Yes
53,Travel_Rarely,868,Sales,8,4,73,Sales Executive,Marketing,1,M,3,3,4,3,Married,5,No,14,3,1,28,3,2,0,2,2,No
35,Travel_Rarely,672,Research & Development,25,3,78,Manufacturing Director,Technical Degree,4,M,2,2,2,3,Married,3,No,16,1,0,16,3,13,10,4,8,No
37,Travel_Frequently,1231,Sales,21,1,54,Sales Representative,Medical,3,F,3,3,4,3,Married,5,No,15,2,1,10,3,5,4,0,0,No
53,Travel_Rarely,102,Research & Development,23,4,72,Research Director,Life Sciences,4,F,3,0,4,3,Single,6,No,18,3,0,33,3,12,9,3,8,No
43,Travel_Frequently,422,Research & Development,1,2,33,Healthcare Representative,Life Sciences,4,F,3,2,4,3,Married,4,No,13,2,1,12,2,5,2,2,2,No
47,Travel_Rarely,249,Sales,2,2,35,Sales Executive,Marketing,3,F,3,2,4,4,Married,0,Yes,22,1,1,8,3,7,6,7,7,No
37,Non-Travel,1252,Sales,19,3,32,Sales Executive,Medical,1,M,3,2,2,3,Single,1,Yes,13,4,0,10,3,10,0,0,9,No
50,Non-Travel,881,Research & Development,2,4,98,Manager,Life Sciences,1,M,3,3,1,3,Divorced,1,No,11,4,1,31,3,31,6,14,7,No
39,Travel_Rarely,1383,Human Resources,2,2,42,Human Resources,Life Sciences,4,F,2,2,4,3,Married,8,No,11,3,2,13,3,5,4,0,4,No
33,Travel_Rarely,1075,Human Resources,3,1,57,Human Resources,Human Resources,4,M,3,4,2,3,Divorced,3,Yes,11,3,1,7,4,4,3,0,3,No
32,Travel_Rarely,374,Research & Development,25,1,87,Laboratory Technician,Life Sciences,1,M,3,2,4,4,Single,1,Yes,24,3,0,1,1,1,0,0,1,Yes
29,Travel_Rarely,1086,Research & Development,7,1,62,Laboratory Technician,Medical,1,F,2,5,4,3,Divorced,6,No,14,3,3,8,3,4,3,0,3,No
44,Travel_Rarely,661,Research & Development,9,1,61,Research Scientist,Life Sciences,2,M,3,0,1,3,Married,1,Yes,13,4,0,8,3,8,7,7,1,No
28,Travel_Rarely,821,Sales,5,2,98,Sales Executive,Medical,1,M,3,3,4,3,Single,1,No,14,2,0,4,3,4,2,0,2,No
58,Travel_Frequently,781,Research & Development,2,1,57,Laboratory Technician,Life Sciences,4,M,2,3,4,3,Divorced,9,Yes,14,4,1,3,2,1,0,0,0,Yes
43,Travel_Rarely,177,Research & Development,8,2,55,Manufacturing Director,Life Sciences,1,F,3,2,2,4,Divorced,4,No,21,3,1,4,4,1,0,0,0,No
20,Travel_Rarely,500,Sales,2,1,49,Sales Representative,Medical,3,F,2,3,3,3,Single,1,No,13,4,0,2,2,2,2,0,2,Yes
21,Travel_Rarely,1427,Research & Development,18,1,65,Research Scientist,Other,4,F,3,3,4,3,Single,1,No,19,1,0,1,2,1,0,0,0,Yes
36,Travel_Rarely,1425,Research & Development,14,2,68,Healthcare Representative,Life Sciences,3,M,3,2,4,3,Married,0,Yes,17,1,1,17,2,16,8,4,11,No
47,Travel_Rarely,1454,Sales,2,1,65,Sales Representative,Life Sciences,4,F,2,3,4,3,Single,1,Yes,18,1,0,3,2,3,2,1,2,No
22,Travel_Rarely,617,Research & Development,3,2,34,Manufacturing Director,Life Sciences,2,F,3,3,3,3,Married,0,Yes,19,1,1,4,4,3,2,0,2,Yes
41,Travel_Rarely,1085,Research & Development,2,1,57,Laboratory Technician,Life Sciences,2,F,1,1,4,3,Divorced,4,Yes,13,3,1,10,2,7,7,1,0,Yes
28,Travel_Rarely,995,Research & Development,9,1,77,Research Scientist,Medical,3,F,3,2,3,3,Divorced,5,No,18,2,1,6,3,2,2,2,2,No
39,Travel_Rarely,1122,Research & Development,6,1,70,Laboratory Technician,Medical,4,M,3,2,1,4,Married,7,Yes,21,4,0,8,1,2,2,2,2,Yes
27,Travel_Rarely,618,Research & Development,4,1,76,Research Scientist,Life Sciences,2,F,3,2,3,3,Single,1,No,19,3,0,1,3,1,1,0,0,No
34,Travel_Rarely,546,Research & Development,10,1,83,Laboratory Technician,Life Sciences,2,M,3,3,2,3,Divorced,1,No,14,2,2,1,3,1,0,1,0,No
42,Travel_Rarely,462,Sales,14,2,68,Sales Executive,Medical,3,F,2,6,3,3,Single,7,No,17,1,0,10,3,5,4,0,3,No
33,Travel_Rarely,1198,Research & Development,1,1,100,Research Scientist,Other,3,M,2,1,1,3,Single,3,Yes,11,2,0,6,3,3,2,0,2,No
58,Travel_Rarely,1272,Research & Development,5,3,37,Healthcare Representative,Technical Degree,3,F,2,3,2,3,Divorced,2,Yes,13,4,1,24,3,6,0,0,4,No
31,Travel_Rarely,154,Sales,7,1,41,Sales Representative,Life Sciences,2,M,2,2,3,3,Married,3,No,15,2,0,13,4,7,7,5,2,No
35,Travel_Rarely,1137,Research & Development,21,2,51,Healthcare Representative,Life Sciences,4,F,3,2,4,4,Married,1,Yes,25,4,1,10,1,10,6,0,7,No
49,Travel_Rarely,527,Research & Development,8,3,51,Laboratory Technician,Other,1,F,3,3,2,3,Married,4,No,11,3,1,29,2,26,9,1,7,No
48,Travel_Rarely,1469,Research & Development,20,1,51,Research Scientist,Medical,4,M,3,2,3,3,Married,4,No,17,1,2,13,2,0,0,0,0,No
31,Non-Travel,1188,Sales,20,2,45,Sales Executive,Marketing,4,F,3,2,3,3,Married,1,No,13,4,1,9,2,9,8,0,0,No
36,Travel_Rarely,188,Research & Development,7,1,65,Research Scientist,Other,2,M,3,6,4,3,Single,2,No,18,3,0,8,3,6,2,0,1,No
38,Travel_Rarely,1333,Research & Development,1,3,80,Research Director,Technical Degree,4,F,3,3,1,3,Married,1,No,13,2,1,15,3,15,12,5,11,No
32,Non-Travel,1184,Research & Development,1,1,70,Laboratory Technician,Life Sciences,3,F,2,3,2,4,Married,6,No,20,3,0,5,3,3,0,0,2,No
25,Travel_Rarely,867,Sales,19,1,36,Sales Representative,Marketing,3,M,2,2,2,3,Married,1,Yes,18,3,3,1,3,1,0,0,0,Yes
40,Travel_Rarely,658,Sales,10,3,67,Sales Executive,Marketing,1,M,2,2,2,3,Divorced,2,No,12,2,1,11,2,1,0,0,0,No
26,Travel_Frequently,1283,Sales,1,2,52,Sales Executive,Medical,3,M,2,2,1,3,Single,1,No,12,2,0,7,3,7,7,0,7,No
41,Travel_Rarely,263,Research & Development,6,1,59,Laboratory Technician,Medical,4,M,3,3,1,3,Single,2,Yes,13,3,0,20,3,18,13,2,17,No
36,Travel_Rarely,938,Research & Development,2,1,79,Laboratory Technician,Medical,3,M,3,6,3,4,Single,4,No,21,3,0,16,3,11,8,3,9,No
19,Travel_Rarely,419,Sales,21,1,37,Sales Representative,Other,4,M,2,3,2,3,Single,1,Yes,13,2,0,1,4,1,0,0,0,Yes
20,Travel_Rarely,129,Research & Development,4,1,84,Laboratory Technician,Technical Degree,1,M,3,2,1,3,Single,1,No,19,2,0,1,3,1,0,0,0,Yes
31,Travel_Rarely,616,Research & Development,12,2,41,Healthcare Representative,Medical,4,F,3,2,4,3,Married,0,Yes,11,3,2,10,1,9,7,8,5,No
40,Travel_Frequently,1469,Research & Development,9,1,35,Research Scientist,Medical,4,M,3,2,2,3,Divorced,8,Yes,14,4,1,3,3,1,1,0,0,No
32,Travel_Rarely,498,Research & Development,3,2,93,Manufacturing Director,Medical,3,F,3,2,1,3,Married,1,No,12,3,1,8,4,8,7,6,3,No
36,Travel_Rarely,530,Sales,3,3,51,Sales Executive,Life Sciences,3,M,2,6,4,3,Married,1,Yes,11,1,1,16,3,16,7,3,7,Yes
33,Travel_Rarely,1069,Research & Development,1,2,42,Healthcare Representative,Life Sciences,2,F,2,3,4,3,Single,0,No,14,1,0,6,3,5,0,1,4,No
37,Travel_Rarely,625,Sales,1,3,46,Sales Executive,Life Sciences,1,M,2,2,3,3,Married,5,No,11,3,0,17,1,14,1,11,7,Yes
45,Non-Travel,805,Research & Development,4,2,57,Laboratory Technician,Life Sciences,3,M,3,5,2,3,Married,1,No,12,2,0,9,2,9,7,0,8,No
29,Travel_Frequently,1404,Sales,20,1,84,Sales Representative,Technical Degree,3,F,3,5,4,3,Married,1,No,15,2,1,3,3,3,1,0,2,No
35,Travel_Rarely,1219,Sales,18,2,86,Sales Executive,Medical,3,F,3,3,3,3,Married,1,No,16,2,0,5,3,5,2,1,0,No
52,Travel_Rarely,1053,Research & Development,1,4,70,Manager,Life Sciences,4,M,3,2,4,3,Married,2,No,15,2,1,26,2,9,8,7,8,No
58,Travel_Rarely,289,Research & Development,2,1,51,Research Scientist,Technical Degree,4,M,3,4,3,4,Single,4,No,24,1,0,7,3,1,0,0,0,Yes
53,Travel_Rarely,1376,Sales,2,4,45,Manager,Medical,3,M,3,3,3,3,Divorced,6,No,13,3,1,22,4,17,13,15,2,No
30,Travel_Rarely,231,Sales,8,3,62,Sales Executive,Other,3,M,3,2,3,3,Divorced,5,No,11,1,1,10,4,8,4,7,7,No
38,Non-Travel,152,Sales,10,2,85,Sales Executive,Technical Degree,3,F,3,1,4,3,Single,1,Yes,13,2,0,6,3,5,3,1,3,No
35,Travel_Rarely,882,Sales,3,3,92,Sales Executive,Life Sciences,4,M,3,2,4,3,Divorced,6,No,13,2,1,12,3,10,9,0,8,No
39,Travel_Rarely,903,Sales,2,3,41,Sales Executive,Life Sciences,1,M,4,3,3,3,Single,0,No,18,4,0,9,3,8,7,0,7,No
40,Non-Travel,1479,Sales,24,4,100,Sales Executive,Life Sciences,2,F,4,2,2,3,Single,4,Yes,16,4,0,22,2,1,0,0,0,Yes
47,Travel_Frequently,1379,Research & Development,16,2,64,Manufacturing Director,Medical,3,M,4,3,3,3,Divorced,1,Yes,19,3,0,20,4,19,10,2,7,No
36,Non-Travel,1229,Sales,8,2,84,Sales Executive,Technical Degree,1,M,3,3,4,3,Divorced,4,No,13,4,2,12,3,7,7,0,7,No
31,Non-Travel,335,Research & Development,9,1,46,Research Scientist,Medical,3,M,2,0,1,4,Single,0,Yes,22,1,0,4,3,3,2,1,2,Yes
33,Non-Travel,722,Sales,17,4,38,Manager,Life Sciences,4,M,3,2,3,3,Single,1,No,11,4,0,10,3,10,8,6,0,No
29,Travel_Rarely,906,Research & Development,10,1,92,Research Scientist,Life Sciences,4,F,2,5,1,4,Single,6,Yes,20,3,0,3,3,0,0,0,0,Yes
33,Travel_Rarely,461,Research & Development,13,1,53,Research Scientist,Life Sciences,2,F,3,4,4,3,Single,3,No,18,1,0,5,3,3,2,0,2,No
45,Travel_Rarely,974,Research & Development,1,1,91,Laboratory Technician,Medical,4,F,3,2,4,3,Divorced,3,No,14,4,2,8,3,5,3,0,2,No
50,Travel_Rarely,1126,Research & Development,1,4,66,Research Director,Medical,4,M,3,1,4,4,Divorced,9,No,22,3,1,32,2,5,4,1,3,No
33,Travel_Frequently,827,Research & Development,1,2,84,Healthcare Representative,Other,3,F,4,2,2,3,Married,1,Yes,13,1,1,6,3,6,5,1,2,No
41,Travel_Frequently,840,Research & Development,9,5,64,Research Director,Medical,1,M,3,2,3,3,Divorced,2,No,17,2,1,21,4,18,16,0,11,No
27,Travel_Rarely,1134,Research & Development,16,1,37,Laboratory Technician,Technical Degree,3,F,3,2,2,3,Married,9,No,14,2,1,4,3,2,2,2,2,No
45,Non-Travel,248,Research & Development,23,2,42,Laboratory Technician,Life Sciences,4,M,3,2,1,3,Married,1,Yes,15,3,1,9,3,9,8,0,8,No
47,Travel_Rarely,955,Sales,4,2,83,Sales Executive,Life Sciences,4,F,3,0,4,3,Single,1,Yes,17,3,0,9,3,9,0,0,7,No
30,Travel_Rarely,138,Research & Development,22,1,48,Research Scientist,Life Sciences,1,F,3,2,3,3,Married,4,Yes,11,2,0,7,3,5,2,0,1,Yes
50,Travel_Rarely,939,Research & Development,24,4,95,Manufacturing Director,Life Sciences,4,M,3,2,3,3,Married,3,Yes,18,4,1,22,3,12,11,1,5,No
38,Travel_Frequently,1391,Research & Development,10,1,66,Research Scientist,Medical,3,M,3,0,3,3,Married,0,No,17,2,1,3,2,2,1,0,2,No
46,Travel_Rarely,566,Research & Development,7,3,75,Manufacturing Director,Medical,4,M,3,3,3,3,Divorced,6,No,13,2,1,13,3,8,7,0,7,No
24,Travel_Rarely,1206,Research & Development,17,2,41,Manufacturing Director,Medical,4,F,2,6,3,3,Divorced,1,No,15,2,2,5,3,4,2,3,2,No
35,Travel_Rarely,622,Research & Development,14,1,39,Laboratory Technician,Other,3,M,2,2,2,4,Divorced,1,Yes,24,4,1,5,1,4,2,0,2,Yes
31,Travel_Frequently,853,Research & Development,1,2,96,Manufacturing Director,Life Sciences,3,F,3,1,1,3,Married,1,No,12,3,1,4,3,4,3,0,3,No
18,Non-Travel,287,Research & Development,5,1,73,Research Scientist,Life Sciences,2,M,3,2,4,3,Single,1,No,15,4,0,0,3,0,0,0,0,No
54,Travel_Rarely,1441,Research & Development,17,3,56,Manufacturing Director,Technical Degree,3,F,3,2,3,3,Married,8,No,11,3,1,22,3,10,7,0,8,No
35,Travel_Rarely,583,Research & Development,25,3,57,Healthcare Representative,Medical,3,F,3,3,3,3,Divorced,1,Yes,11,3,1,16,2,16,10,10,1,No
30,Travel_Rarely,153,Research & Development,8,3,73,Research Director,Life Sciences,2,F,4,4,1,3,Married,0,Yes,12,3,3,9,2,8,7,1,7,No
20,Travel_Rarely,1097,Research & Development,11,1,98,Research Scientist,Medical,4,F,2,2,1,3,Single,1,Yes,15,1,0,1,3,1,0,0,0,Yes
30,Travel_Frequently,109,Research & Development,5,1,60,Laboratory Technician,Medical,2,F,3,3,2,3,Single,0,No,17,1,0,4,3,3,2,1,2,Yes
26,Travel_Rarely,1066,Research & Development,2,2,32,Manufacturing Director,Medical,4,M,4,2,4,3,Married,1,No,12,2,0,8,3,8,7,1,3,No
